,tourney_year_id,tourney_order,tourney_slug,tourney_url_suffix,tourney_round_name,round_order,match_order,winner_name,winner_player_id,winner_slug,loser_name,loser_player_id,loser_slug,winner_seed,loser_seed,match_score_tiebreaks,winner_sets_won,loser_sets_won,winner_games_won,loser_games_won,winner_tiebreaks_won,loser_tiebreaks_won,match_id,match_stats_url_suffix
214,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,40,Calvin Hemery,hb48,calvin-hemery-,Tomislav Brkic,be68,tomislav-brkic,,,64 75,2,0,13,9,0,0,2018-580-hb48-be68,/en/scores/2018/580/QS126/match-stats
215,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,41,Hubert Hurkacz,hb71,hubert-hurkacz,Teymuraz Gabashvili,g681,teymuraz-gabashvili,,,63 36 63,2,1,15,12,0,0,2018-580-hb71-g681,/en/scores/2018/580/QS090/match-stats
216,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,42,Tobias Kamke,k839,tobias-kamke,Prajnesh Gunneswaran,ga94,prajnesh-gunneswaran,,,46 61 62,2,1,16,9,0,0,2018-580-k839-ga94,/en/scores/2018/580/QS089/match-stats
217,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,43,Darian King,kc86,darian-king,Marc Polmans,pg94,marc-polmans,,WC,62 76(3),2,0,13,8,1,0,2018-580-kc86-pg94,/en/scores/2018/580/QS097/match-stats
218,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,44,Zdenek Kolar,kh56,zdenek-kolar,Yasutaka Uchiyama,u134,yasutaka-uchiyama,,,76(5) 64,2,0,13,10,1,0,2018-580-kh56-u134,/en/scores/2018/580/QS086/match-stats
219,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,45,Stefan Kozlov,ke64,stefan-kozlov,Blake Ellis,ea27,blake-ellis,,WC,76(3) 46 76(3),2,1,18,18,2,0,2018-580-ke64-ea27,/en/scores/2018/580/QS101/match-stats
220,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,46,Pedja Krstin,kd70,pedja-krstin,Adam Pavlasek,pg32,adam-pavlasek,,,36 63 76(3),2,1,16,15,1,0,2018-580-kd70-pg32,/en/scores/2018/580/QS078/match-stats
221,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,47,Duckhee Lee,le01,duckhee-lee,Ze Zhang,z272,ze-zhang,,,63 36 63,2,1,15,12,0,0,2018-580-le01-z272,/en/scores/2018/580/QS114/match-stats
222,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,48,Karim-Mohamed Maamoun,mj70,karim-mohamed-maamoun-,Marcelo Arevalo,a853,marcelo-arevalo,,,62 57 75,2,1,18,14,0,0,2018-580-mj70-a853,/en/scores/2018/580/QS094/match-stats
223,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,49,Mackenzie McDonald,mk66,mackenzie-mcdonald,Noah Rubin,rc96,noah-rubin,,,61 60,2,0,12,1,0,0,2018-580-mk66-rc96,/en/scores/2018/580/QS093/match-stats
224,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,50,Jaume Munar,mu94,jaume-munar,Andrea Arnaboldi,a622,andrea-arnaboldi,,,62 64,2,0,12,6,0,0,2018-580-mu94-a622,/en/scores/2018/580/QS074/match-stats
225,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,51,Stefano Napolitano,n679,stefano-napolitano,Alexander Sarkissian,sl07,alexander-sarkissian,,,67(5) 76(4) 40 (RET),2,1,17,13,1,1,2018-580-n679-sl07,/en/scores/2018/580/QS081/match-stats
226,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,52,Dennis Novak,db59,dennis-novak,Ilya Ivashka,i305,ilya-ivashka,,,64 46 76(5),2,1,17,16,1,0,2018-580-db59-i305,/en/scores/2018/580/QS069/match-stats
227,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,53,Dennis Novikov,n674,dennis-novikov,Marinko Matosevic,me05,marinko-matosevic,,WC,63 76(3),2,0,13,9,1,0,2018-580-n674-me05,/en/scores/2018/580/QS098/match-stats
228,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,54,Ricardo Ojeda Lara,o408,ricardo-ojeda-lara,Luca Vanni,v495,luca-vanni,,,76(8) 36 63,2,1,16,15,1,0,2018-580-o408-v495,/en/scores/2018/580/QS073/match-stats
229,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,55,Tommy Paul,pl56,tommy-paul,Blaz Rola,ra51,blaz-rola,,,67(3) 76(2) 76(5),2,1,20,19,2,1,2018-580-pl56-ra51,/en/scores/2018/580/QS110/match-stats
230,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,56,Zsombor Piros,p09o,zsombor-piros,Facundo Bagnis,bf23,facundo-bagnis,WC,,46 76(7) 62,2,1,17,14,1,0,2018-580-p09o-bf23,/en/scores/2018/580/QS077/match-stats
231,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,57,Dmitry Popko,pg20,dmitry-popko,Max Purcell,ph71,max-purcell,,WC,64 76(4),2,0,13,10,1,0,2018-580-pg20-ph71,/en/scores/2018/580/QS106/match-stats
232,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,58,Mohamed Safwat,sk47,mohamed-safwat,Jurgen Zopp,z254,jurgen-zopp,,,64 63,2,0,12,7,0,0,2018-580-sk47-z254,/en/scores/2018/580/QS109/match-stats
233,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,59,Gleb Sakharov,sj22,gleb-sakharov,Edan Leshem,ld26,edan-leshem,,,76(4) 64,2,0,13,10,1,0,2018-580-sj22-ld26,/en/scores/2018/580/QS082/match-stats
234,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,60,John-Patrick Smith,sj55,john-patrick-smith,Aldin Setkic,sf41,aldin-setkic,,,62 67(5) 63,2,1,18,12,0,1,2018-580-sj55-sf41,/en/scores/2018/580/QS085/match-stats
235,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,61,Carlos Taberner,te16,carlos-taberner,Joao Monteiro,mm60,joao-monteiro,,,62 46 75,2,1,17,13,0,0,2018-580-te16-mm60,/en/scores/2018/580/QS121/match-stats
236,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,62,Alexey Vatutin,v717,alexey-vatutin,Jason Jung,j380,jason-jung,,,61 57 62,2,1,17,10,0,0,2018-580-v717-j380,/en/scores/2018/580/QS070/match-stats
237,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,63,Andrew Whittington,w630,andrew-whittington,Michael Mmoh,mp01,michael-mmoh,,,76(2) 61,2,0,13,7,1,0,2018-580-w630-mp01,/en/scores/2018/580/QS118/match-stats
238,2018-580,6,australian-open,/en/scores/archive/australian-open/580/2018/results,1st Round Qualifying,10,64,Di Wu,w571,di-wu,Dayne Kelly,ka22,dayne-kelly,,WC,61 76(3),2,0,13,7,1,0,2018-580-w571-ka22,/en/scores/2018/580/QS102/match-stats
